"Point","Type","Station","Northing","Easting","Elevation"
"109+407","SP","109+407","1266069.9412","2614594.1170","267.001"
"","","","","",""
"109+410","SP","109+410","1266067.1089","2614593.1281","266.986"
"","","","","",""
"109+413","SP","109+413","1266064.2770","2614592.1379","266.971"
"","","","","",""
"109+416","SP","109+416","1266061.4456","2614591.1464","266.956"
"","","","","",""
"109+419","SP","109+419","1266058.6146","2614590.1538","266.941"
"","","","","",""
"109+422","SP","109+422","1266055.7839","2614589.1602","266.926"
"","","","","",""
"109+425","SP","109+425","1266052.9535","2614588.1658","266.911"
"","","","","",""
"109+428","SP","109+428","1266050.1233","2614587.1707","266.896"
"","","","","",""
"109+431","SP","109+431","1266047.2934","2614586.1751","266.881"
"","","","","",""
"109+434","SP","109+434","1266044.4636","2614585.1790","266.866"
"","","","","",""
"109+437","SP","109+437","1266041.6339","2614584.1826","266.851"
"","","","","",""
"109+440","SP","109+440","1266038.8042","2614583.1861","266.836"
"","","","","",""
"W132","ST","109+440.506","1266038.3270","2614583.0180","266.833"
"","","","","",""
"109+443","","109+443","1266035.9746","2614582.1895","266.821"
"","","","","",""
"109+446","","109+446","1266033.1449","2614581.1930","266.806"
"","","","","",""
"109+449","","109+449","1266030.3153","2614580.1964","266.791"
"","","","","",""
"109+452","","109+452","1266027.4856","2614579.1999","266.776"
"","","","","",""
"109+455","","109+455","1266024.6560","2614578.2033","266.761"
"","","","","",""
"109+458","","109+458","1266021.8263","2614577.2068","266.746"
"","","","","",""
"109+461","","109+461","1266018.9967","2614576.2102","266.731"
"","","","","",""
"109+464","","109+464","1266016.1670","2614575.2137","266.716"
"","","","","",""
"109+467","","109+467","1266013.3374","2614574.2171","266.701"
"","","","","",""
"109+470","","109+470","1266010.5078","2614573.2206","266.686"
"","","","","",""
"109+473","","109+473","1266007.6781","2614572.2240","266.671"
"","","","","",""
"109+476","","109+476","1266004.8485","2614571.2275","266.656"
"","","","","",""
"109+479","","109+479","1266002.0188","2614570.2310","266.641"
"","","","","",""
"109+482","","109+482","1265999.1892","2614569.2344","266.626"
"","","","","",""
"109+485","","109+485","1265996.3595","2614568.2379","266.611"
"","","","","",""
"109+488","","109+488","1265993.5299","2614567.2413","266.596"
"","","","","",""
"109+491","","109+491","1265990.7002","2614566.2448","266.581"
"","","","","",""
"109+494","","109+494","1265987.8706","2614565.2482","266.566"
"","","","","",""
"109+497","","109+497","1265985.0409","2614564.2517","266.551"
"","","","","",""
"109+500","","109+500","1265982.2113","2614563.2551","266.536"
"","","","","",""
"109+503","","109+503","1265979.3817","2614562.2586","266.521"
"","","","","",""
"109+506","","109+506","1265976.5520","2614561.2620","266.506"
"","","","","",""
"109+509","","109+509","1265973.7224","2614560.2655","266.491"
"","","","","",""
"109+512","","109+512","1265970.8927","2614559.2689","266.476"
"","","","","",""
"109+515","","109+515","1265968.0631","2614558.2724","266.461"
"","","","","",""
"109+518","","109+518","1265965.2334","2614557.2758","266.446"
"","","","","",""
"109+521","","109+521","1265962.4038","2614556.2793","266.431"
"","","","","",""
"109+524","","109+524","1265959.5741","2614555.2828","266.416"
"","","","","",""
"109+527","","109+527","1265956.7445","2614554.2862","266.401"
"","","","","",""
"109+530","","109+530","1265953.9148","2614553.2897","266.386"
"","","","","",""
"109+533","","109+533","1265951.0852","2614552.2931","266.371"
"","","","","",""
"BC6:7","BC","109+534.535","1265949.6374","2614551.7832","266.363"
"","","","","",""
"109+536","","109+536","1265948.2555","2614551.2966","266.355"
"","","","","",""
"109+539","","109+539","1265945.4259","2614550.3000","266.337"
"","","","","",""
"109+542","","109+542","1265942.5963","2614549.3035","266.316"
"","","","","",""
"109+545","","109+545","1265939.7666","2614548.3069","266.292"
"","","","","",""
"109+548","","109+548","1265936.9370","2614547.3104","266.265"
"","","","","",""
"109+551","","109+551","1265934.1073","2614546.3138","266.235"
"","","","","",""
"109+554","","109+554","1265931.2777","2614545.3173","266.203"
"","","","","",""
"109+557","","109+557","1265928.4480","2614544.3207","266.167"
"","","","","",""
"109+560","","109+560","1265925.6184","2614543.3242","266.128"
"","","","","",""
"109+563","","109+563","1265922.7887","2614542.3276","266.086"
"","","","","",""
"109+566","","109+566","1265919.9591","2614541.3311","266.041"
"","","","","",""
"109+569","","109+569","1265917.1294","2614540.3346","265.993"
"","","","","",""
"109+572","","109+572","1265914.2998","2614539.3380","265.942"
"","","","","",""
"109+575","","109+575","1265911.4702","2614538.3415","265.888"
"","","","","",""
"109+578","","109+578","1265908.6405","2614537.3449","265.831"
"","","","","",""
"109+581","","109+581","1265905.8109","2614536.3484","265.771"
"","","","","",""
"109+584","","109+584","1265902.9812","2614535.3518","265.708"
"","","","","",""
"109+587","","109+587","1265900.1516","2614534.3553","265.642"
"","","","","",""
"109+590","","109+590","1265897.3219","2614533.3587","265.573"
"","","","","",""
"109+593","","109+593","1265894.4923","2614532.3622","265.501"
"","","","","",""
"109+596","","109+596","1265891.6626","2614531.3656","265.426"
"","","","","",""
"109+599","","109+599","1265888.8330","2614530.3691","265.348"
"","","","","",""
"109+602","","109+602","1265886.0033","2614529.3725","265.267"
"","","","","",""
"109+605","","109+605","1265883.1737","2614528.3760","265.183"
"","","","","",""
"109+608","","109+608","1265880.3441","2614527.3794","265.096"
"","","","","",""
"109+611","","109+611","1265877.5144","2614526.3829","265.005"
"","","","","",""
"109+614","","109+614","1265874.6848","2614525.3864","264.912"
"","","","","",""
"109+617","","109+617","1265871.8551","2614524.3898","264.816"
"","","","","",""
"109+620","","109+620","1265869.0255","2614523.3933","264.717"
"","","","","",""
"109+623","","109+623","1265866.1958","2614522.3967","264.615"
"","","","","",""
"W133","","109+624.056","1265865.2000","2614522.0460","264.579"
"","","","","",""
"EC6:5","EC","109+669.433","1265822.3995","2614506.9725","262.653"
"","","","","",""
"W149","","109+724.056","1265770.8785","2614488.8277","259.922"
