,Station,Easting,Northing,Elevation,easting,northing,DTM
1258,208+560,2614634.7685,1266901.935,245.469,2614634.7685,1266901.935,260.7418
1259,208+563,2614635.9108,1266899.161,245.529,,,
1260,208+566,2614637.0429,1266896.3828,245.589,2614637.0429,1266896.3828,260.5053
1261,208+569,2614638.1646,1266893.6004,245.649,2614638.1646,1266893.6004,260.6288
1262,208+572,2614639.276,1266890.8138,245.709,2614639.276,1266890.8138,260.6288
1263,208+575,2614640.3771,1266888.0232,245.769,2614640.3771,1266888.0232,260.4477
1264,208+578,2614641.4679,1266885.2285,245.829,2614641.4679,1266885.2285,260.4477
1265,208+581,2614642.5483,1266882.4298,245.889,2614642.5483,1266882.4298,260.5004
1266,208+584,2614643.6183,1266879.6272,245.949,2614643.6183,1266879.6272,260.4479
1267,208+587,2614644.678,1266876.8205,246.009,,,
1268,208+590,2614645.7272,1266874.01,246.069,2614645.7272,1266874.01,260.322
1269,208+593,2614646.766,1266871.1956,246.129,2614646.766,1266871.1956,260.322
1270,208+596,2614647.7944,1266868.3774,246.189,2614647.7944,1266868.3774,260.28
1271,208+599,2614648.8124,1266865.5554,246.249,2614648.8124,1266865.5554,260.28
1272,208+602,2614649.8198,1266862.7296,246.309,2614649.8198,1266862.7296,260.3589
1273,208+605,2614650.8169,1266859.9001,246.369,2614650.8169,1266859.9001,260.5691
1274,208+608,2614651.8034,1266857.067,246.428,2614651.8034,1266857.067,260.5691
1275,208+611,2614652.7794,1266854.2302,246.488,2614652.7794,1266854.2302,260.8314
1276,208+614,2614653.7449,1266851.3898,246.548,2614653.7449,1266851.3898,260.8314
1277,208+617,2614654.6999,1266848.5458,246.608,2614654.6999,1266848.5458,261.1153
1278,208+618.071,2614655.0383,1266847.5297,246.63,2614655.0383,1266847.5297,261.2384
1279,208+620,2614655.6444,1266845.6984,246.669,2614655.6444,1266845.6984,261.2384
1280,208+623,2614656.5783,1266842.8475,246.73,2614656.5783,1266842.8475,261.4272
1281,208+626,2614657.5016,1266839.9931,246.792,2614657.5016,1266839.9931,261.4449
1282,208+629,2614658.4143,1266837.1353,246.855,2614658.4143,1266837.1353,261.4449
1283,208+632,2614659.3165,1266834.2742,246.92,2614659.3165,1266834.2742,261.4199
1284,208+635,2614660.2081,1266831.4097,246.985,2614660.2081,1266831.4097,261.5056
1285,208+638,2614661.089,1266828.542,247.052,,,
1286,208+641,2614661.9593,1266825.671,247.119,,,
1287,208+644,2614662.819,1266822.7968,247.188,2614662.819,1266822.7968,261.6862
1288,208+647,2614663.668,1266819.9195,247.258,2614663.668,1266819.9195,261.7303
1289,208+650,2614664.5064,1266817.039,247.328,2614664.5064,1266817.039,261.7303
1290,208+653,2614665.3341,1266814.1554,247.4,2614665.3341,1266814.1554,261.6895
1291,208+656,2614666.1511,1266811.2688,247.473,2614666.1511,1266811.2688,261.6895
1292,208+659,2614666.9574,1266808.3792,247.547,2614666.9574,1266808.3792,261.6737
1293,208+662,2614667.753,1266805.4866,247.622,2614667.753,1266805.4866,261.6737
1294,208+665,2614668.5379,1266802.5911,247.698,2614668.5379,1266802.5911,261.6651
1295,208+668,2614669.312,1266799.6927,247.775,2614669.312,1266799.6927,261.6421
1296,208+671,2614670.0754,1266796.7915,247.853,2614670.0754,1266796.7915,261.5123
1297,208+674,2614670.8281,1266793.8874,247.932,2614670.8281,1266793.8874,261.4963
1298,208+677,2614671.57,1266790.9806,248.013,2614671.57,1266790.9806,261.4963
1299,208+680,2614672.3011,1266788.0711,248.094,2614672.3011,1266788.0711,261.5621
1300,208+683,2614673.0215,1266785.1589,248.176,2614673.0215,1266785.1589,261.5621
1301,208+686,2614673.731,1266782.244,248.26,2614673.731,1266782.244,261.6133
1302,208+689,2614674.4298,1266779.3265,248.344,2614674.4298,1266779.3265,261.6982
1303,208+692,2614675.1177,1266776.4064,248.43,2614675.1177,1266776.4064,261.5387
1304,208+695,2614675.7949,1266773.4839,248.517,2614675.7949,1266773.4839,261.7588
1305,208+698,2614676.4612,1266770.5588,248.604,2614676.4612,1266770.5588,261.7588
1306,208+701,2614677.1166,1266767.6313,248.693,2614677.1166,1266767.6313,261.968
1307,208+704,2614677.7612,1266764.7013,248.783,2614677.7612,1266764.7013,261.9902
1308,208+707,2614678.395,1266761.769,248.874,2614678.395,1266761.769,261.9902
1309,208+710,2614679.0179,1266758.8344,248.966,2614679.0179,1266758.8344,261.861
1310,208+713,2614679.6299,1266755.8975,249.059,2614679.6299,1266755.8975,261.861
1311,208+716,2614680.231,1266752.9584,249.153,2614680.231,1266752.9584,261.8072
1312,208+719,2614680.8213,1266750.017,249.248,2614680.8213,1266750.017,261.8072
1313,208+722,2614681.4006,1266747.0735,249.344,2614681.4006,1266747.0735,261.8564
1314,208+725,2614681.9691,1266744.1278,249.441,2614681.9691,1266744.1278,262.034
1315,208+728,2614682.5266,1266741.1801,249.54,2614682.5266,1266741.1801,262.034
1316,208+731,2614683.0732,1266738.2303,249.639,2614683.0732,1266738.2303,262.1074
1317,208+734,2614683.6089,1266735.2785,249.74,2614683.6089,1266735.2785,262.1074
1318,208+737,2614684.1336,1266732.3248,249.841,2614684.1336,1266732.3248,262.1196
1319,208+740,2614684.6474,1266729.3691,249.944,2614684.6474,1266729.3691,262.2168
1320,208+743,2614685.1503,1266726.4115,250.047,2614685.1503,1266726.4115,262.2688
1321,208+746,2614685.6422,1266723.4521,250.152,2614685.6422,1266723.4521,262.3366
1322,208+749,2614686.1231,1266720.4909,250.258,2614686.1231,1266720.4909,262.3366
1323,208+752,2614686.593,1266717.528,250.364,,,
1324,208+755,2614687.052,1266714.5633,250.472,,,
1325,208+758,2614687.5,1266711.5969,250.581,2614687.5,1266711.5969,262.4898
1326,208+761,2614687.937,1266708.6289,250.691,2614687.937,1266708.6289,262.5793
1327,208+764,2614688.363,1266705.6594,250.802,2614688.363,1266705.6594,262.5793
1328,208+767,2614688.778,1266702.6882,250.914,2614688.778,1266702.6882,262.5964
1329,208+770,2614689.182,1266699.7155,251.027,2614689.182,1266699.7155,262.6135
1330,208+773,2614689.575,1266696.7414,251.142,2614689.575,1266696.7414,262.6135
1331,208+776,2614689.957,1266693.7658,251.257,2614689.957,1266693.7658,262.6946
1332,208+779,2614690.328,1266690.7888,251.373,2614690.328,1266690.7888,262.7586
1333,208+782,2614690.6879,1266687.8105,251.491,2614690.6879,1266687.8105,263.1336
1334,208+785,2614691.0368,1266684.8309,251.609,2614691.0368,1266684.8309,263.072
1335,208+788,2614691.3746,1266681.8499,251.729,2614691.3746,1266681.8499,263.072
1336,208+791,2614691.7014,1266678.8678,251.849,2614691.7014,1266678.8678,262.7679
1337,208+794,2614692.0172,1266675.8845,251.971,2614692.0172,1266675.8845,262.7679
1338,208+797,2614692.3219,1266672.9,252.093,2614692.3219,1266672.9,262.7218
1339,208+800,2614692.6155,1266669.9144,252.217,2614692.6155,1266669.9144,262.8238
1340,208+803,2614692.8981,1266666.9277,252.342,2614692.8981,1266666.9277,262.8238
1341,208+806,2614693.1697,1266663.94,252.468,2614693.1697,1266663.94,262.8051
1342,208+809,2614693.4301,1266660.9514,252.595,2614693.4301,1266660.9514,262.8051
1343,208+812,2614693.6795,1266657.9618,252.723,2614693.6795,1266657.9618,262.7514
1344,208+815,2614693.9178,1266654.9712,252.852,2614693.9178,1266654.9712,262.7523
1345,208+818,2614694.1451,1266651.9799,252.982,2614694.1451,1266651.9799,262.7523
1346,208+821,2614694.3612,1266648.9877,253.113,2614694.3612,1266648.9877,262.8189
1347,208+824,2614694.5663,1266645.9947,253.245,2614694.5663,1266645.9947,262.8189
1348,208+827,2614694.7603,1266643.001,253.379,2614694.7603,1266643.001,262.918
1349,208+830,2614694.9432,1266640.0065,253.513,2614694.9432,1266640.0065,262.918
1350,208+833,2614695.115,1266637.0115,253.648,2614695.115,1266637.0115,263.121
1351,208+836,2614695.2757,1266634.0158,253.785,2614695.2757,1266634.0158,263.2276
1352,208+839,2614695.4253,1266631.0195,253.922,2614695.4253,1266631.0195,263.2276
1353,208+842,2614695.5638,1266628.0227,254.061,2614695.5638,1266628.0227,263.3371
1354,208+845,2614695.6912,1266625.0254,254.201,2614695.6912,1266625.0254,263.3371
1355,208+848,2614695.8076,1266622.0277,254.341,2614695.8076,1266622.0277,263.466
1356,208+851,2614695.9128,1266619.0295,254.483,2614695.9128,1266619.0295,263.6998
1357,208+854,2614696.0069,1266616.031,254.626,2614696.0069,1266616.031,263.6998
1358,208+857,2614696.0899,1266613.0321,254.77,2614696.0899,1266613.0321,263.9437
1359,208+860,2614696.1618,1266610.033,254.915,2614696.1618,1266610.033,263.9437
1360,208+860.037,2614696.1626,1266609.996,254.917,2614696.1626,1266609.996,264.1604
1361,208+863,2614696.2226,1266607.0336,255.06,2614696.2226,1266607.0336,264.1604
1362,208+866,2614696.2722,1266604.034,255.206,2614696.2722,1266604.034,264.1966
1363,208+869,2614696.3108,1266601.0343,255.351,2614696.3108,1266601.0343,264.1966
1364,208+872,2614696.3383,1266598.0344,255.497,2614696.3383,1266598.0344,264.2579
1365,208+875,2614696.3546,1266595.0345,255.642,2614696.3546,1266595.0345,264.2579
1366,208+878,2614696.3598,1266592.0345,255.788,2614696.3598,1266592.0345,264.8436
1367,208+881,2614696.354,1266589.0345,255.933,,,
1368,208+884,2614696.337,1266586.0345,256.079,2614696.337,1266586.0345,264.6189
1369,208+884.07,2614696.3364,1266585.9648,256.082,2614696.3364,1266585.9648,264.6189
1370,208+887,2614696.3089,1266583.0347,256.224,2614696.3089,1266583.0347,264.6474
1371,208+890,2614696.27,1266580.035,256.37,2614696.27,1266580.035,264.6474
1372,208+893,2614696.2207,1266577.0354,256.515,2614696.2207,1266577.0354,264.8163
1373,208+896,2614696.1611,1266574.036,256.661,,,
1374,208+899,2614696.0915,1266571.0368,256.806,2614696.0915,1266571.0368,265.0494
1375,208+902,2614696.0124,1266568.0378,256.952,2614696.0124,1266568.0378,265.094
1376,208+905,2614695.924,1266565.0391,257.097,2614695.924,1266565.0391,265.094
1377,208+908,2614695.8265,1266562.0407,257.243,2614695.8265,1266562.0407,265.1734
1378,208+911,2614695.7203,1266559.0426,257.388,2614695.7203,1266559.0426,265.2545
1379,208+914,2614695.6057,1266556.0448,257.534,2614695.6057,1266556.0448,265.2545
1380,208+917,2614695.483,1266553.0473,257.679,2614695.483,1266553.0473,265.5703
1381,208+920,2614695.3525,1266550.0501,257.825,2614695.3525,1266550.0501,265.5703
1382,208+923,2614695.2145,1266547.0533,257.97,2614695.2145,1266547.0533,265.0663
1383,208+926,2614695.0693,1266544.0568,258.116,2614695.0693,1266544.0568,265.1637
1384,208+929,2614694.9171,1266541.0607,258.261,2614694.9171,1266541.0607,265.3593
1385,208+932,2614694.7584,1266538.0649,258.407,2614694.7584,1266538.0649,265.4978
1386,208+935,2614694.5933,1266535.0694,258.552,2614694.5933,1266535.0694,265.4978
1387,208+938,2614694.4223,1266532.0743,258.698,2614694.4223,1266532.0743,265.5646
1388,208+941,2614694.2455,1266529.0795,258.843,2614694.2455,1266529.0795,265.6947
1389,208+944,2614694.0633,1266526.0851,258.989,2614694.0633,1266526.0851,265.6947
1390,208+947,2614693.876,1266523.0909,259.134,2614693.876,1266523.0909,265.9281
1391,208+950,2614693.6839,1266520.0971,259.28,2614693.6839,1266520.0971,265.9281
1392,208+953,2614693.4873,1266517.1035,259.425,2614693.4873,1266517.1035,266.0379
1393,208+956,2614693.2865,1266514.1103,259.571,2614693.2865,1266514.1103,266.1139
1394,208+959,2614693.0817,1266511.1173,259.716,2614693.0817,1266511.1173,266.1139
1395,208+959.181,2614693.0693,1266510.9369,259.725,2614693.0693,1266510.9369,266.1139
1396,208+962,2614692.8734,1266508.1245,259.862,2614692.8734,1266508.1245,266.2904
1397,208+965,2614692.6614,1266505.132,260.007,2614692.6614,1266505.132,266.2904
1398,208+968,2614692.4458,1266502.1398,260.153,2614692.4458,1266502.1398,266.462
1399,208+971,2614692.2267,1266499.1478,260.298,2614692.2267,1266499.1478,266.6588
1400,208+974,2614692.0039,1266496.1561,260.444,2614692.0039,1266496.1561,266.6588
1401,208+977,2614691.7776,1266493.1646,260.589,2614691.7776,1266493.1646,266.8461
1402,208+980,2614691.5477,1266490.1734,260.735,2614691.5477,1266490.1734,266.8461
1403,208+983,2614691.3142,1266487.1825,260.88,2614691.3142,1266487.1825,267.052
1404,208+986,2614691.0771,1266484.1919,261.026,2614691.0771,1266484.1919,267.3386
1405,208+989,2614690.8364,1266481.2016,261.171,2614690.8364,1266481.2016,267.3386
1406,208+992,2614690.5921,1266478.2115,261.317,2614690.5921,1266478.2115,267.7011
1407,208+995,2614690.3443,1266475.2218,261.462,2614690.3443,1266475.2218,267.7011
1408,208+998,2614690.0928,1266472.2324,261.608,2614690.0928,1266472.2324,267.9556
1409,209+001,2614689.8378,1266469.2432,261.753,2614689.8378,1266469.2432,266.5447
1410,209+004,2614689.5791,1266466.2544,261.899,2614689.5791,1266466.2544,266.5447
1411,209+007,2614689.3169,1266463.2659,262.044,2614689.3169,1266463.2659,266.5733
1412,209+010,2614689.0511,1266460.2777,262.19,2614689.0511,1266460.2777,266.5733
1413,209+013,2614688.7817,1266457.2898,262.335,2614688.7817,1266457.2898,266.5562
1414,209+014.47,2614688.6484,1266455.8256,262.407,2614688.6484,1266455.8256,266.5562
1415,209+016,2614688.5088,1266454.3022,262.481,2614688.5088,1266454.3022,266.627
1416,209+019,2614688.2321,1266451.315,262.626,2614688.2321,1266451.315,266.627
1417,209+022,2614687.9516,1266448.3282,262.772,2614687.9516,1266448.3282,266.7053
1418,209+025,2614687.6672,1266445.3417,262.917,2614687.6672,1266445.3417,266.7053
1419,209+028,2614687.3785,1266442.3556,263.063,2614687.3785,1266442.3556,266.8058
1420,209+031,2614687.0855,1266439.3699,263.208,2614687.0855,1266439.3699,267.0687
1421,209+034,2614686.788,1266436.3847,263.354,2614686.788,1266436.3847,267.0687
1422,209+035.976,2614686.5895,1266434.4187,263.45,2614686.5895,1266434.4187,267.2226
1423,209+037,2614686.4858,1266433.4,263.499,2614686.4858,1266433.4,267.2226
1424,209+040,2614686.1788,1266430.4157,263.643,2614686.1788,1266430.4157,267.2226
1425,209+043,2614685.8667,1266427.432,263.786,2614685.8667,1266427.432,267.3625
1426,209+046,2614685.5495,1266424.4488,263.926,2614685.5495,1266424.4488,267.5805
1427,209+049,2614685.227,1266421.4662,264.065,2614685.227,1266421.4662,267.5805
1428,209+052,2614684.8989,1266418.4842,264.202,2614684.8989,1266418.4842,266.9708
1429,209+055,2614684.5651,1266415.5028,264.337,2614684.5651,1266415.5028,266.9708
1430,209+058,2614684.2256,1266412.5221,264.47,2614684.2256,1266412.5221,267.0397
1431,209+061,2614683.88,1266409.5421,264.602,2614683.88,1266409.5421,267.0725
1432,209+064,2614683.5282,1266406.5628,264.732,2614683.5282,1266406.5628,267.0725
1433,209+067,2614683.1701,1266403.5842,264.86,2614683.1701,1266403.5842,267.0481
1434,209+070,2614682.8055,1266400.6065,264.986,2614682.8055,1266400.6065,267.0481
1435,209+073,2614682.4342,1266397.6295,265.111,2614682.4342,1266397.6295,267.2787
1436,209+076,2614682.0561,1266394.6535,265.233,2614682.0561,1266394.6535,267.3052
1437,209+079,2614681.6709,1266391.6783,265.354,2614681.6709,1266391.6783,267.3052
1438,209+082,2614681.2786,1266388.7041,265.473,2614681.2786,1266388.7041,267.3554
1439,209+083.898,2614681.0266,1266386.8228,265.548,2614681.0266,1266386.8228,267.3554
1440,209+085,2614680.879,1266385.7309,265.591,2614680.879,1266385.7309,267.3554
1441,209+088,2614680.4719,1266382.7587,265.707,2614680.4719,1266382.7587,267.7145
1442,209+091,2614680.0574,1266379.7874,265.82,2614680.0574,1266379.7874,268.0931
1443,209+094,2614679.6355,1266376.8173,265.933,2614679.6355,1266376.8173,267.333
1444,209+097,2614679.2062,1266373.8482,266.043,2614679.2062,1266373.8482,267.3729
1445,209+100,2614678.7694,1266370.8801,266.152,2614678.7694,1266370.8801,267.3729
1446,209+103,2614678.3252,1266367.9132,266.258,2614678.3252,1266367.9132,267.5622
1447,209+106,2614677.8735,1266364.9474,266.363,2614677.8735,1266364.9474,274.6102
1448,209+109,2614677.4145,1266361.9827,266.467,2614677.4145,1266361.9827,274.6102
1449,209+112,2614676.948,1266359.0192,266.568,,,
1450,209+115,2614676.4741,1266356.0569,266.668,2614676.4741,1266356.0569,274.7914
1451,209+118,2614675.9928,1266353.0957,266.766,2614675.9928,1266353.0957,274.775
1452,209+121,2614675.5042,1266350.1358,266.862,2614675.5042,1266350.1358,274.775
1453,209+124,2614675.0081,1266347.1771,266.956,2614675.0081,1266347.1771,274.7712
1454,209+127,2614674.5046,1266344.2196,267.049,2614674.5046,1266344.2196,274.691
1455,209+130,2614673.9937,1266341.2635,267.14,2614673.9937,1266341.2635,274.691
1456,209+133,2614673.4754,1266338.3086,267.229,2614673.4754,1266338.3086,267.6861
1457,209+136,2614672.9497,1266335.355,267.316,2614672.9497,1266335.355,267.6861
1458,209+139,2614672.4166,1266332.4027,267.402,2614672.4166,1266332.4027,267.844
1459,209+142,2614671.8762,1266329.4518,267.486,2614671.8762,1266329.4518,268.04
1460,209+145,2614671.3283,1266326.5023,267.568,2614671.3283,1266326.5023,268.04
1461,209+148,2614670.7731,1266323.5541,267.648,2614670.7731,1266323.5541,268.1814
1462,209+151,2614670.2106,1266320.6073,267.726,2614670.2106,1266320.6073,268.1814
1463,209+154,2614669.6406,1266317.662,267.803,2614669.6406,1266317.662,267.9163
1464,209+157,2614669.0633,1266314.718,267.878,,,
1465,209+160,2614668.4786,1266311.7756,267.951,2614668.4786,1266311.7756,267.9572
1466,209+163,2614667.8865,1266308.8346,268.023,2614667.8865,1266308.8346,268.0876
1467,209+166,2614667.2871,1266305.8951,268.092,2614667.2871,1266305.8951,268.0876
1468,209+169,2614666.6804,1266302.957,268.16,2614666.6804,1266302.957,268.3059
1469,209+172,2614666.0663,1266300.0206,268.226,2614666.0663,1266300.0206,268.3059
1470,209+175,2614665.4449,1266297.0856,268.29,2614665.4449,1266297.0856,268.95
1471,209+178,2614664.8161,1266294.1523,268.353,2614664.8161,1266294.1523,268.1612
1472,209+181,2614664.1799,1266291.2205,268.414,2614664.1799,1266291.2205,268.1612
1473,209+184,2614663.5365,1266288.2903,268.473,2614663.5365,1266288.2903,268.2336
1474,209+187,2614662.8857,1266285.3618,268.53,2614662.8857,1266285.3618,268.2336
1475,209+190,2614662.2276,1266282.4348,268.585,2614662.2276,1266282.4348,268.3232
1476,209+193,2614661.5622,1266279.5096,268.639,2614661.5622,1266279.5096,268.6075
1477,209+196,2614660.8894,1266276.586,268.691,2614660.8894,1266276.586,268.6075
1478,209+199,2614660.2094,1266273.6641,268.741,2614660.2094,1266273.6641,269.5364
1479,209+202,2614659.522,1266270.7439,268.789,2614659.522,1266270.7439,268.3535
1480,209+205,2614658.8273,1266267.8254,268.836,2614658.8273,1266267.8254,268.4533
1481,209+208,2614658.1254,1266264.9087,268.881,2614658.1254,1266264.9087,268.6119
1482,209+211,2614657.4161,1266261.9937,268.924,2614657.4161,1266261.9937,268.6119
1483,209+214,2614656.6996,1266259.0806,268.965,2614656.6996,1266259.0806,268.9798
1484,209+217,2614655.9757,1266256.1692,269.005,2614655.9757,1266256.1692,268.9798
1485,209+220,2614655.2446,1266253.2597,269.042,2614655.2446,1266253.2597,269.6414
1486,209+223,2614654.5062,1266250.352,269.078,2614654.5062,1266250.352,268.6071
1487,209+226,2614653.7605,1266247.4461,269.112,2614653.7605,1266247.4461,268.7331
1488,209+229,2614653.0076,1266244.5421,269.145,2614653.0076,1266244.5421,268.8231
1489,209+232,2614652.2474,1266241.64,269.176,2614652.2474,1266241.64,268.8231
1490,209+235,2614651.48,1266238.7399,269.204,2614651.48,1266238.7399,269.2726
1491,209+238,2614650.7052,1266235.8416,269.232,2614650.7052,1266235.8416,269.2726
1492,209+241,2614649.9233,1266232.9453,269.257,2614649.9233,1266232.9453,268.7924
1493,209+244,2614649.1341,1266230.051,269.28,2614649.1341,1266230.051,268.7924
1494,209+247,2614648.3376,1266227.1586,269.302,2614648.3376,1266227.1586,268.9684
1495,209+250,2614647.534,1266224.2683,269.322,2614647.534,1266224.2683,269.2166
1496,209+250.686,2614647.3492,1266223.6078,269.327,2614647.3492,1266223.6078,269.2166
1497,209+253,2614646.7232,1266221.3802,269.34,2614646.7232,1266221.3802,269.2166
1498,209+256,2614645.9052,1266218.4939,269.357,2614645.9052,1266218.4939,269.464
1499,209+259,2614645.0802,1266215.6096,269.372,2614645.0802,1266215.6096,269.464
1500,209+262,2614644.2484,1266212.7272,269.385,2614644.2484,1266212.7272,269.0785
1501,209+265,2614643.4099,1266209.8468,269.396,2614643.4099,1266209.8468,269.2322
1502,209+268,2614642.5649,1266206.9682,269.405,2614642.5649,1266206.9682,269.2322
1503,209+269.274,2614642.2041,1266205.7464,269.409,2614642.2041,1266205.7464,269.2322
1504,209+269.379,2614642.1743,1266205.6457,269.409,2614642.1743,1266205.6457,269.2322
1505,209+271,2614641.7135,1266204.0916,269.413,2614641.7135,1266204.0916,269.3416
1506,209+274,2614640.8558,1266201.2168,269.42,2614640.8558,1266201.2168,269.3416
1507,209+277,2614639.992,1266198.3438,269.427,2614639.992,1266198.3438,269.1767
1508,209+280,2614639.1223,1266195.4727,269.434,2614639.1223,1266195.4727,269.1767
1509,209+283,2614638.2468,1266192.6033,269.44,2614638.2468,1266192.6033,269.3263
1510,209+286,2614637.3655,1266189.7356,269.446,2614637.3655,1266189.7356,269.4029
1511,209+289,2614636.4788,1266186.8697,269.451,2614636.4788,1266186.8697,269.4029
1512,209+292,2614635.5866,1266184.0054,269.456,2614635.5866,1266184.0054,269.4105
1513,209+295,2614634.6892,1266181.1428,269.46,2614634.6892,1266181.1428,269.3022
1514,209+298,2614633.7867,1266178.2818,269.464,2614633.7867,1266178.2818,269.3582
1515,209+301,2614632.8792,1266175.4223,269.468,2614632.8792,1266175.4223,269.3582
1516,209+304,2614631.9669,1266172.5644,269.471,2614631.9669,1266172.5644,269.5274
1517,209+307,2614631.0499,1266169.708,269.474,,,
1518,209+310,2614630.1284,1266166.853,269.477,2614630.1284,1266166.853,269.4974
1519,209+313,2614629.2025,1266163.9995,269.479,2614629.2025,1266163.9995,269.5389
1520,209+316,2614628.2723,1266161.1473,269.481,2614628.2723,1266161.1473,269.5389
1521,209+319,2614627.3379,1266158.2965,269.482,2614627.3379,1266158.2965,269.6509
1522,209+322,2614626.3996,1266155.447,269.483,2614626.3996,1266155.447,269.6509
1523,209+325,2614625.4575,1266152.5988,269.483,2614625.4575,1266152.5988,269.7584
1524,209+328,2614624.5116,1266149.7518,269.483,2614624.5116,1266149.7518,269.6412
1525,209+331,2614623.5622,1266146.906,269.483,2614623.5622,1266146.906,269.6412
1526,209+334,2614622.6094,1266144.0614,269.482,2614622.6094,1266144.0614,269.7696
1527,209+337,2614621.6533,1266141.2178,269.481,2614621.6533,1266141.2178,269.7696
1528,209+340,2614620.6941,1266138.3753,269.48,2614620.6941,1266138.3753,269.8082
1529,209+343,2614619.7318,1266135.5338,269.478,2614619.7318,1266135.5338,269.7659
1530,209+346,2614618.7667,1266132.6933,269.475,2614618.7667,1266132.6933,269.8412
1531,209+349,2614617.7988,1266129.8537,269.473,2614617.7988,1266129.8537,269.9177
1532,209+352,2614616.8284,1266127.015,269.469,2614616.8284,1266127.015,269.9177
1533,209+355,2614615.8555,1266124.1771,269.466,2614615.8555,1266124.1771,269.9387
1534,209+358,2614614.8803,1266121.34,269.462,2614614.8803,1266121.34,269.8532
1535,209+361,2614613.9029,1266118.5037,269.458,2614613.9029,1266118.5037,269.8396
1536,209+364,2614612.9235,1266115.6681,269.453,2614612.9235,1266115.6681,269.8396
1537,209+367,2614611.9422,1266112.8331,269.448,2614611.9422,1266112.8331,269.9727
1538,209+370,2614610.9592,1266109.9988,269.442,2614610.9592,1266109.9988,269.9955
1539,209+373,2614609.9745,1266107.165,269.436,2614609.9745,1266107.165,269.9194
1540,209+376,2614608.9883,1266104.3317,269.43,2614608.9883,1266104.3317,269.9859
1541,209+379,2614608.0008,1266101.4989,269.423,2614608.0008,1266101.4989,269.9859
1542,209+382,2614607.0121,1266098.6665,269.416,2614607.0121,1266098.6665,270.0679
1543,209+385,2614606.0223,1266095.8345,269.408,2614606.0223,1266095.8345,270.0679
1544,209+388,2614605.0316,1266093.0028,269.4,2614605.0316,1266093.0028,270.0879
1545,209+391,2614604.0401,1266090.1714,269.392,2614604.0401,1266090.1714,269.9131
1546,209+394,2614603.0479,1266087.3402,269.383,2614603.0479,1266087.3402,270.0223
1547,209+397,2614602.0552,1266084.5092,269.374,2614602.0552,1266084.5092,270.0794
1548,209+400,2614601.0621,1266081.6783,269.364,2614601.0621,1266081.6783,270.0794
1549,209+403,2614600.0688,1266078.8475,269.354,2614600.0688,1266078.8475,270.1093
1550,209+405.359,2614599.2877,1266076.6217,269.346,2614599.2877,1266076.6217,269.9796
1551,209+406,2614599.0754,1266076.0168,269.344,2614599.0754,1266076.0168,269.9796
1552,209+409,2614598.0819,1266073.1861,269.333,2614598.0819,1266073.1861,270.1031
1553,209+409.595,2614597.8848,1266072.6244,269.331,2614597.8848,1266072.6244,270.1031
1554,209+412,2614597.0885,1266070.3553,269.322,2614597.0885,1266070.3553,270.1031
1555,209+415,2614596.0951,1266067.5246,269.31,2614596.0951,1266067.5246,270.0491
1556,209+418,2614595.1016,1266064.6938,269.298,2614595.1016,1266064.6938,270.0807
1557,209+421,2614594.1082,1266061.8631,269.286,2614594.1082,1266061.8631,270.0372
1558,209+424,2614593.1147,1266059.0324,269.273,2614593.1147,1266059.0324,270.0005
1559,209+427,2614592.1213,1266056.2016,269.26,2614592.1213,1266056.2016,270.0005
1560,209+430,2614591.1278,1266053.3709,269.246,2614591.1278,1266053.3709,270.0828
1561,209+433,2614590.1344,1266050.5402,269.232,2614590.1344,1266050.5402,270.0828
1562,209+436,2614589.141,1266047.7094,269.218,2614589.141,1266047.7094,269.9628
1563,209+439,2614588.1475,1266044.8787,269.203,2614588.1475,1266044.8787,269.9724
1564,209+442,2614587.1541,1266042.0479,269.188,2614587.1541,1266042.0479,269.9724
1565,209+445,2614586.1606,1266039.2172,269.172,2614586.1606,1266039.2172,270.0327
1566,209+448,2614585.1672,1266036.3865,269.156,2614585.1672,1266036.3865,270.0327
1567,209+451,2614584.1738,1266033.5557,269.14,2614584.1738,1266033.5557,269.901
1568,209+454,2614583.1803,1266030.725,269.123,2614583.1803,1266030.725,269.901
1569,209+457,2614582.1869,1266027.8943,269.106,2614582.1869,1266027.8943,270.0154
1570,209+460,2614581.1934,1266025.0635,269.088,2614581.1934,1266025.0635,270.0154
1571,209+463,2614580.2,1266022.2328,269.07,2614580.2,1266022.2328,269.9168
1572,209+466,2614579.2066,1266019.402,269.051,2614579.2066,1266019.402,269.7921
1573,209+469,2614578.2131,1266016.5713,269.033,2614578.2131,1266016.5713,269.7921
1574,209+472,2614577.2197,1266013.7406,269.013,2614577.2197,1266013.7406,269.8804
1575,209+475,2614576.2262,1266010.9098,268.994,2614576.2262,1266010.9098,269.8804
1576,209+478,2614575.2328,1266008.0791,268.974,2614575.2328,1266008.0791,269.9128
1577,209+481,2614574.2394,1266005.2484,268.953,2614574.2394,1266005.2484,269.7603
1578,209+484,2614573.2459,1266002.4176,268.932,2614573.2459,1266002.4176,269.7228
1579,209+487,2614572.2525,1265999.5869,268.911,2614572.2525,1265999.5869,269.7057
1580,209+490,2614571.259,1265996.7561,268.889,2614571.259,1265996.7561,269.7057
1581,209+493,2614570.2656,1265993.9254,268.867,2614570.2656,1265993.9254,269.7682
1582,209+496,2614569.2722,1265991.0947,268.845,2614569.2722,1265991.0947,269.6732
